Brand,Model,Year,Km,Power,Fuel_type,Price
Porsche,Cayenne,2014,110000,245,Diesel,38990
Porsche,Cayenne,2013,99000,245,Diesel,34900
Porsche,Panamera,2014,117300,300,Diesel,50990
Porsche,Macan,2015,60000,258,Diesel,43900
Porsche,Panamera,2015,99000,300,Diesel,48900
Porsche,Macan,2015,55000,400,Gasolina,66900
Porsche,Cayenne,2014,130000,245,Diesel,29999
Porsche,Boxster,2015,20000,375,Gasolina,94500
Porsche,Boxster,2014,16300,265,Gasolina,49900
Porsche,Cayman,2015,43900,385,Gasolina,82900
Porsche,Boxster,2014,48200,265,Gasolina,49900
Porsche,Cayenne,2015,53500,441,Gasolina,72800
Porsche,Panamera,2014,58000,519,Gasolina,74900
Porsche,Panamera,2014,119000,300,Diesel,46900
Porsche,Panamera,2014,155000,416,Electro/Gasolina,49900
Porsche,Macan,2015,88000,258,Diesel,42990
Porsche,Macan,2015,70000,258,Diesel,46900
Porsche,Macan,2014,138000,340,Gasolina,40000
Porsche,Panamera,2015,59000,441,Gasolina,68990
Porsche,Cayenne,2015,115600,385,Diesel,43990
Porsche,Cayenne,2014,198000,382,Diesel,32495
Porsche,Cayenne,2015,180000,385,Diesel,37000
Porsche,Cayman,2015,32800,340,Gasolina,62000
Porsche,Panamera,2013,116900,250,Diesel,37990
Porsche,Macan,2015,137041,340,Gasolina,44500
Porsche,Macan,2015,105000,258,Diesel,46900
Porsche,Cayenne,2015,101500,416,Electro/Gasolina,49990
Porsche,Panamera,2014,129990,420,Gasolina,49990
Porsche,Cayenne,2013,156000,245,Diesel,28700
Porsche,Cayman,2014,63000,275,Gasolina,41900
Porsche,Cayenne,2015,101825,262,Diesel,51900
Porsche,Cayenne,2013,121000,382,Diesel,45200
Porsche,Boxster,2013,21000,265,Gasolina,48800
Porsche,Cayenne,2015,68000,441,Gasolina,65900
Porsche,Macan,2015,43000,258,Diesel,49900
Porsche,Cayenne,2013,83270,300,Gasolina,28990
Porsche,Macan,2015,112000,258,Diesel,39900
Porsche,Cayenne,2013,72150,245,Diesel,45500
Porsche,Cayenne,2014,327000,262,Diesel,35000
Porsche,Panamera,2014,117300,300,Diesel,53990
Porsche,Panamera,2015,149500,300,Diesel,44999
Porsche,Panamera,2015,157500,300,Diesel,44999
Porsche,Cayenne,2013,233500,500,Gasolina,35999
Porsche,Panamera,2015,98000,300,Diesel,39990
Porsche,Panamera,2013,101000,299,Gasolina,35000
Porsche,Panamera,2013,123000,300,Diesel,41900
Porsche,Panamera,2015,149000,300,Diesel,42990
Porsche,Macan,2015,89000,258,Diesel,44500
Porsche,Cayenne,2013,133900,245,Diesel,32900
Porsche,Cayenne,2013,149450,245,Diesel,32990
Porsche,Panamera,2015,63000,416,Electro/Gasolina,62900
Porsche,Cayenne,2015,115600,385,Diesel,47990
Porsche,Macan,2015,90000,258,Diesel,44000
Porsche,Macan,2015,39000,340,Gasolina,52000
Porsche,Panamera,2014,52000,570,Gasolina,69999
Porsche,Cayenne,2014,74900,385,Diesel,49000
Porsche,Panamera,2013,93000,416,Electro/Gasolina,55000
Porsche,Cayenne,2015,95000,262,Diesel,45000
Porsche,Macan,2014,104000,340,Gasolina,48900
Porsche,Cayenne,2015,85000,416,Electro/Gasolina,61900
Porsche,Cayenne,2013,146000,400,Gasolina,29990
Porsche,Cayenne,2013,103000,299,Gasolina,31900
Porsche,Cayman,2013,33000,325,Gasolina,48900
Porsche,Cayenne,2014,79000,245,Diesel,38800
Porsche,Cayenne,2013,98980,382,Diesel,37949
Porsche,Cayenne,2015,349000,262,Diesel,31000
Porsche,Cayenne,2015,130000,262,Diesel,40000
Porsche,Macan,2014,149600,258,Diesel,42000
Porsche,Panamera,2013,159000,250,Diesel,37990
Porsche,Macan,2015,16100,258,Diesel,54900
Porsche,Cayman,2015,56338,275,Gasolina,48999
Porsche,Cayenne,2013,122500,245,Diesel,36000
Porsche,Cayenne,2014,226000,245,Diesel,29900
Porsche,Cayman,2015,26043,340,Gasolina,62990
Porsche,Panamera,2015,132848,441,Gasolina,63900
Porsche,Panamera,2014,163000,300,Diesel,39999
Porsche,Panamera,2015,89000,300,Diesel,49990
Porsche,Panamera,2013,130000,299,Gasolina,36500
Porsche,Macan,2015,79000,258,Diesel,48990
Porsche,Macan,2015,65000,258,Diesel,53990
Porsche,Macan,2015,40000,258,Diesel,49990
Porsche,Cayenne,2015,80000,262,Diesel,44990
Porsche,Cayenne,2013,133000,500,Gasolina,37500
Porsche,Cayenne,2013,140000,245,Diesel,35900
Porsche,Cayenne,2015,199800,385,Diesel,34990
Porsche,Panamera,2013,83000,430,Gasolina,46000
Porsche,Cayenne,2013,118000,245,Diesel,37900
Porsche,Panamera,2013,115758,250,Diesel,40490
Porsche,Macan,2015,54986,400,Gasolina,66900
Porsche,Cayenne,2013,115000,382,Diesel,37990
Porsche,Panamera,2014,98500,441,Gasolina,59990
Porsche,Cayman,2015,45000,325,Gasolina,51900
Porsche,Macan,2014,56000,400,Gasolina,52900
Porsche,Panamera,2014,117000,300,Diesel,51900
Porsche,Cayenne,2014,145000,245,Diesel,39400
Porsche,Macan,2015,86500,400,Gasolina,58900
Porsche,Macan,2015,100000,258,Diesel,42990
Porsche,Cayenne,2013,143000,245,Diesel,36000
Porsche,Macan,2014,101000,258,Diesel,43900
Porsche,Boxster,2013,72000,265,Gasolina,42000
Porsche,Macan,2014,112000,400,Gasolina,47999
Porsche,Boxster,2013,62000,265,Gasolina,47900
Porsche,Cayenne,2013,72000,382,Diesel,43900
Porsche,Macan,2014,119999,258,Diesel,39990
Porsche,Cayenne,2013,175000,245,Diesel,29985
Porsche,Cayenne,2014,110000,245,Diesel,39900
Porsche,Macan,2015,52646,258,Diesel,49900
Porsche,Cayenne,2013,144653,420,Gasolina,39990
Porsche,Boxster,2014,63000,265,Gasolina,39990
Porsche,Cayenne,2015,137345,262,Diesel,36700
Porsche,Cayenne,2014,168798,383,Diesel,35500
Porsche,Cayenne,2015,83000,262,Diesel,46800
Porsche,Panamera,2014,96402,250,Diesel,41200
Porsche,Panamera,2014,74000,420,Gasolina,51900
Porsche,Cayenne,2013,94000,245,Diesel,33500
Porsche,Cayenne,2014,139000,262,Diesel,29990
Porsche,Cayenne,2013,158000,245,Diesel,29995
Porsche,Panamera,2013,125367,299,Gasolina,36035
Porsche,Cayenne,2013,66771,239,Diesel,38950
Porsche,Cayenne,2013,117397,245,Diesel,35990
Porsche,Macan,2014,84906,258,Diesel,44990
Porsche,Cayenne,2015,92000,570,Gasolina,72900
Porsche,Cayenne,2015,214998,262,Diesel,29950
Porsche,Macan,2014,69999,258,Diesel,45990
Porsche,Cayenne,2015,109990,385,Diesel,37990
Porsche,Macan,2015,63000,258,Diesel,45400
Porsche,Cayenne,2015,64000,262,Diesel,45500
Porsche,Cayenne,2013,117397,245,Diesel,37790
Porsche,Macan,2014,84906,258,Diesel,42890
Porsche,Panamera,2014,123019,300,Diesel,43900
Porsche,Panamera,2015,63250,441,Gasolina,69900
Porsche,Cayenne,2013,141600,400,Gasolina,44900
Porsche,Cayenne,2014,127800,245,Diesel,42900
Porsche,Panamera,2014,89400,519,Gasolina,67500
Porsche,Macan,2015,69930,258,Diesel,45500
Porsche,Panamera,2014,54000,420,Gasolina,59000
Porsche,Cayenne,2013,118500,300,Gasolina,40000
Porsche,Panamera,2013,68000,420,Gasolina,48000
Porsche,Panamera,2013,70000,310,Gasolina,48000
Porsche,Cayman,2015,24000,340,Gasolina,69900
Porsche,Cayenne,2015,120000,262,Diesel,39990
Porsche,Cayenne,2013,115000,245,Diesel,40000
Porsche,Cayenne,2015,129173,385,Diesel,55300
Porsche,Macan,2015,57284,258,Diesel,48500
Porsche,Cayenne,2015,92550,262,Diesel,52900
Porsche,Macan,2015,67000,258,Diesel,44800
Porsche,Panamera,2015,35000,300,Diesel,66000
Porsche,Cayman,2014,60000,275,Gasolina,44650
Porsche,Macan,2015,50200,400,Gasolina,69900
Porsche,Cayenne,2015,88000,262,Diesel,48990
Porsche,Macan,2015,88000,400,Gasolina,57990
Porsche,Cayenne,2013,75000,245,Diesel,41500
Porsche,Cayenne,2015,86000,262,Diesel,45890
Porsche,Cayenne,2013,68900,245,Diesel,37900
Porsche,Macan,2014,25500,400,Gasolina,67900
Porsche,Cayenne,2014,88930,400,Gasolina,54100
Porsche,Macan,2015,53970,258,Diesel,52500
Porsche,Cayenne,2014,105000,245,Diesel,37000
Porsche,Macan,2015,19927,258,Diesel,63900
Porsche,Panamera,2014,180000,416,Electro/Gasolina,46900
Porsche,Cayenne,2013,119000,299,Gasolina,29900
Porsche,Cayenne,2015,113000,416,Electro/Gasolina,49990
Porsche,Panamera,2013,89000,519,Gasolina,49990
Porsche,Macan,2015,128000,258,Diesel,42999
Porsche,Cayenne,2015,86000,420,Gasolina,55999
Porsche,Panamera,2014,129000,416,Electro/Gasolina,59999
Porsche,Panamera,2015,59000,441,Gasolina,64999
Porsche,Panamera,2013,50000,519,Gasolina,69999
Porsche,Cayenne,2014,68000,245,Diesel,43800
Porsche,Macan,2014,129000,258,Diesel,45000
Porsche,Macan,2014,40000,258,Diesel,63000
Porsche,Cayenne,2014,66000,245,Diesel,39990
Porsche,Cayenne,2015,37500,262,Diesel,50900
Porsche,Macan,2014,41200,258,Diesel,49900
Porsche,Cayenne,2015,71055,262,Diesel,44900
Porsche,Panamera,2013,60000,420,Gasolina,62500
Porsche,Panamera,2015,67000,416,Electro/Gasolina,68900
Porsche,Boxster,2013,41400,315,Gasolina,49900
Porsche,Macan,2014,26650,258,Diesel,51500
Porsche,Macan,2014,31500,258,Diesel,50900
Porsche,Macan,2015,36000,258,Diesel,47900
Porsche,Cayenne,2014,154000,245,Diesel,32850
Porsche,Cayenne,2013,81640,245,Diesel,41490
Porsche,Cayenne,2015,55000,420,Gasolina,49900
Porsche,Cayenne,2015,125000,262,Diesel,40990
Porsche,Macan,2014,175000,400,Gasolina,43990
Porsche,Macan,2015,97000,258,Diesel,48999
Porsche,Panamera,2013,178000,250,Diesel,34990
Porsche,Panamera,2013,109000,250,Diesel,39999
Porsche,Cayenne,2015,120000,262,Diesel,39800
Porsche,Macan,2014,95000,400,Gasolina,48900
Porsche,Macan,2014,93000,400,Gasolina,52900
Porsche,Panamera,2013,200000,400,Gasolina,45000
Porsche,Panamera,2014,122654,300,Diesel,42500
Porsche,Cayenne,2015,66000,420,Gasolina,48990
Porsche,Panamera,2015,124000,300,Diesel,47500
Porsche,Panamera,2013,129000,250,Diesel,36990
Porsche,Boxster,2013,37800,265,Gasolina,47900
Porsche,Macan,2015,105000,258,Diesel,41500
Porsche,Cayenne,2013,116000,382,Diesel,43500
Porsche,Cayenne,2015,103000,262,Diesel,45500
Porsche,Boxster,2014,110000,315,Gasolina,48000
Porsche,Macan,2014,156000,258,Diesel,37000
Porsche,Cayenne,2014,100000,382,Diesel,44000
Porsche,Panamera,2015,66849,300,Diesel,53990
Porsche,Panamera,2014,82000,300,Diesel,45000
Porsche,Macan,2014,88000,258,Diesel,47500
Porsche,Cayenne,2013,175000,245,Diesel,32000
Porsche,Cayenne,2015,88249,385,Diesel,65950
Porsche,Panamera,2015,102100,310,Gasolina,51822
Porsche,Cayenne,2014,173000,245,Diesel,36500
Porsche,Cayenne,2014,66000,420,Gasolina,44900
Porsche,Cayenne,2015,81277,416,Electro/Gasolina,54000
Porsche,Panamera,2013,24650,400,Gasolina,54500
Porsche,Macan,2015,110744,258,Diesel,39000
Porsche,Macan,2015,78000,258,Diesel,47900
Porsche,Panamera,2013,122000,430,Gasolina,58000
Porsche,Panamera,2013,80000,250,Diesel,44600
Porsche,Macan,2015,69000,400,Gasolina,59000
Porsche,Cayenne,2015,60000,262,Diesel,49000
Porsche,Boxster,2015,29000,315,Gasolina,52900
Porsche,Panamera,2013,170000,250,Diesel,38990
Porsche,Panamera,2015,71168,416,Gasolina,68800
Porsche,Macan,2015,59857,340,Gasolina,49000
Porsche,Cayenne,2013,147000,245,Diesel,37890
Porsche,Cayenne,2014,125700,382,Diesel,28000
Porsche,Cayenne,2013,149000,420,Gasolina,39990
Porsche,Macan,2015,62000,400,Gasolina,68900
Porsche,Panamera,2015,133000,441,Gasolina,59500
Porsche,Cayenne,2013,121000,382,Diesel,37950
Porsche,Macan,2014,68000,400,Gasolina,59500
Porsche,Panamera,2015,35548,300,Diesel,62500
Porsche,Macan,2014,160000,258,Diesel,39900
Porsche,Panamera,2014,93431,300,Diesel,54900
Porsche,Macan,2015,73589,258,Diesel,51900
